date,state,fips,cases,deaths,Date_Start_of_Lockdown,Date_End_of_Lockdown,Lockdown_Length,"Noramliztion factor (per 1,000)"
3/20/2020,Illinois,17,583,5,21-Mar,30-May,70,0.00007892
3/20/2020,Indiana,18,79,3,25-Mar,1-May,37,0.00014854
3/20/2020,Iowa,19,45,0,,,,0.00031695
3/20/2020,Kansas,20,49,1,30-Mar,3-May,34,0.00034325
3/20/2020,Kentucky,21,63,2,26-Mar,,,0.00022383
3/20/2020,Louisiana,22,537,10,23-Mar,15-May,53,0.00021511
3/20/2020,Maine,23,57,0,2-Apr,31-May,59,0.00074393
3/20/2020,Maryland,24,150,2,30-Mar,,,0.00016541
3/20/2020,Massachusetts,25,413,1,24-Apr,18-May,24,0.00014509
3/20/2020,Michigan,26,548,4,24-Mar,15-May,52,0.00010013
3/20/2020,Minnesota,27,115,0,27-Mar,4-May,38,0.00017732
3/20/2020,Mississippi,28,80,1,3-Apr,11-May,38,0.000336
3/20/2020,Missouri,29,73,3,6-Apr,3-May,27,0.00016293
3/20/2020,Montana,30,19,0,26-Mar,24-Apr,29,0.00093565
3/20/2020,Nebraska,31,53,0,,,,0.00051695
3/20/2020,Nevada,32,165,2,31-Mar,15-May,45,0.00032466
3/20/2020,New Hampshire,33,55,0,27-Mar,4-May,38,0.00073545
3/20/2020,New Jersey,34,896,11,21-Mar,,,0.00011258
3/20/2020,New Mexico,35,43,0,24-Mar,15-May,52,0.00047691
3/20/2020,New York,36,7113,68,22-Mar,15-May,54,0.0000514
3/20/2020,North Carolina,37,144,0,30-Mar,8-May,39,0.00009535
3/20/2020,North Dakota,38,27,0,,,,0.00131223
3/20/2020,Ohio,39,169,1,23-Mar,30-May,68,0.00008555
3/20/2020,Oklahoma,40,49,1,,,,0.00025272
3/20/2020,Oregon,41,114,3,23-Mar,,,0.00023709
3/20/2020,Pennsylvania,42,269,1,1-Apr,8-May,37,0.00007811
3/20/2020,Rhode Island,44,44,0,28-Mar,8-May,41,0.00094397
3/20/2020,South Carolina,45,126,3,7-Apr,12-May,35,0.00019422
3/20/2020,South Dakota,46,14,1,,,,0.00113038
3/20/2020,Tennessee,47,237,0,2-Apr,30-Apr,28,0.00014643
3/20/2020,Texas,48,377,5,2-Apr,30-Apr,28,0.00003449
3/20/2020,Utah,49,112,0,,,,0.00031192
3/20/2020,Vermont,50,29,2,24-Mar,15-May,52,0.00160259
3/20/2020,Virginia,51,115,2,30-Mar,10-Jun,72,0.00011716
3/20/2020,Washington,53,1404,83,23-Mar,4-May,42,0.00013132
3/20/2020,West Virginia,54,8,0,24-Mar,4-May,41,0.00055799
3/20/2020,Wisconsin,55,216,3,25-Mar,26-May,62,0.00017175
3/20/2020,Wyoming,56,22,0,,,,0.00172783
3/21/2020,Alabama,1,131,0,4-Apr,30-Apr,26,0.00020395
3/21/2020,Alaska,2,21,0,11-Mar,21-Apr,41,0.00136697
3/21/2020,Arizona,4,104,1,30-Mar,15-May,46,0.00013739
3/21/2020,Arkansas,5,118,0,,,,0.00033137
3/21/2020,California,6,1544,28,19-Mar,,,0.00002531
3/21/2020,Colorado,8,475,6,26-Mar,27-Apr,32,0.00017365
3/21/2020,Connecticut,9,223,5,23-Mar,20-May,58,0.00028048
3/21/2020,Delaware,10,45,0,24-Mar,15-May,52,0.00102694
3/21/2020,Florida,12,764,11,20-Mar,30-Apr,41,0.00004656
3/21/2020,Georgia,13,552,20,3-Apr,30-Apr,27,0.00009418
3/21/2020,Hawaii,15,48,0,25-Mar,31-May,67,0.00070628
3/21/2020,Idaho,16,42,0,25-Mar,30-Apr,36,0.00055958
3/21/2020,Illinois,17,751,6,21-Mar,30-May,70,0.00007892
3/21/2020,Indiana,18,126,4,25-Mar,1-May,37,0.00014854
3/21/2020,Iowa,19,68,0,,,,0.00031695
3/21/2020,Kansas,20,57,2,30-Mar,3-May,34,0.00034325
3/21/2020,Kentucky,21,84,3,26-Mar,,,0.00022383
3/21/2020,Louisiana,22,763,16,23-Mar,15-May,53,0.00021511
3/21/2020,Maine,23,70,0,2-Apr,31-May,59,0.00074393
3/21/2020,Maryland,24,195,3,30-Mar,,,0.00016541
3/21/2020,Massachusetts,25,525,2,24-Apr,18-May,24,0.00014509
3/21/2020,Michigan,26,787,6,24-Mar,15-May,52,0.00010013
3/21/2020,Minnesota,27,138,1,27-Mar,4-May,38,0.00017732
3/21/2020,Mississippi,28,140,1,3-Apr,11-May,38,0.000336
3/21/2020,Missouri,29,93,3,6-Apr,3-May,27,0.00016293
3/21/2020,Montana,30,29,0,26-Mar,24-Apr,29,0.00093565
3/21/2020,Nebraska,31,61,0,,,,0.00051695
3/21/2020,Nevada,32,165,2,31-Mar,15-May,45,0.00032466
3/21/2020,New Hampshire,33,65,0,27-Mar,4-May,38,0.00073545
3/21/2020,New Jersey,34,1336,16,21-Mar,,,0.00011258
3/21/2020,New Mexico,35,57,0,24-Mar,15-May,52,0.00047691
3/21/2020,New York,36,10371,95,22-Mar,15-May,54,0.0000514
3/21/2020,North Carolina,37,184,0,30-Mar,8-May,39,0.00009535
3/21/2020,North Dakota,38,28,0,,,,0.00131223
3/21/2020,Ohio,39,247,3,23-Mar,30-May,68,0.00008555
3/21/2020,Oklahoma,40,53,1,,,,0.00025272
3/21/2020,Oregon,41,137,4,23-Mar,,,0.00023709
3/21/2020,Pennsylvania,42,388,2,1-Apr,8-May,37,0.00007811
3/21/2020,Rhode Island,44,66,0,28-Mar,8-May,41,0.00094397
3/21/2020,South Carolina,45,172,3,7-Apr,12-May,35,0.00019422
3/21/2020,South Dakota,46,14,1,,,,0.00113038
3/21/2020,Tennessee,47,312,2,2-Apr,30-Apr,28,0.00014643
3/21/2020,Texas,48,547,5,2-Apr,30-Apr,28,0.00003449
3/21/2020,Utah,49,138,0,,,,0.00031192
3/21/2020,Vermont,50,49,2,24-Mar,15-May,52,0.00160259
3/21/2020,Virginia,51,152,3,30-Mar,10-Jun,72,0.00011716
3/21/2020,Washington,53,1655,95,23-Mar,4-May,42,0.00013132
3/21/2020,West Virginia,54,12,0,24-Mar,4-May,41,0.00055799
3/21/2020,Wisconsin,55,281,4,25-Mar,26-May,62,0.00017175
3/21/2020,Wyoming,56,24,0,,,,0.00172783
3/22/2020,Alabama,1,157,0,4-Apr,30-Apr,26,0.00020395
3/22/2020,Alaska,2,22,0,11-Mar,21-Apr,41,0.00136697
3/22/2020,Arizona,4,153,2,30-Mar,15-May,46,0.00013739
3/22/2020,Arkansas,5,165,0,,,,0.00033137
3/22/2020,California,6,1851,35,19-Mar,,,0.00002531
3/22/2020,Colorado,8,591,7,26-Mar,27-Apr,32,0.00017365
3/22/2020,Connecticut,9,327,8,23-Mar,20-May,58,0.00028048
3/22/2020,Delaware,10,56,0,24-Mar,15-May,52,0.00102694
3/22/2020,Florida,12,1000,13,20-Mar,30-Apr,41,0.00004656
3/22/2020,Georgia,13,620,25,3-Apr,30-Apr,27,0.00009418
3/22/2020,Hawaii,15,56,0,25-Mar,31-May,67,0.00070628
3/22/2020,Idaho,16,47,0,25-Mar,30-Apr,36,0.00055958
3/22/2020,Illinois,17,1047,9,21-Mar,30-May,70,0.00007892
3/22/2020,Indiana,18,201,6,25-Mar,1-May,37,0.00014854
3/22/2020,Iowa,19,90,0,,,,0.00031695
3/22/2020,Kansas,20,66,2,30-Mar,3-May,34,0.00034325
3/22/2020,Kentucky,21,103,3,26-Mar,,,0.00022383
3/22/2020,Louisiana,22,837,20,23-Mar,15-May,53,0.00021511
3/22/2020,Maine,23,89,0,2-Apr,31-May,59,0.00074393
3/22/2020,Maryland,24,245,3,30-Mar,,,0.00016541
3/22/2020,Massachusetts,25,646,5,24-Apr,18-May,24,0.00014509
3/22/2020,Michigan,26,1033,9,24-Mar,15-May,52,0.00010013
3/22/2020,Minnesota,27,171,1,27-Mar,4-May,38,0.00017732
3/22/2020,Mississippi,28,207,1,3-Apr,11-May,38,0.000336
3/22/2020,Missouri,29,130,3,6-Apr,3-May,27,0.00016293
3/22/2020,Montana,30,34,0,26-Mar,24-Apr,29,0.00093565
3/22/2020,Nebraska,31,62,0,,,,0.00051695
3/22/2020,Nevada,32,190,2,31-Mar,15-May,45,0.00032466
3/22/2020,New Hampshire,33,78,0,27-Mar,4-May,38,0.00073545
3/22/2020,New Jersey,34,1914,20,21-Mar,,,0.00011258
3/22/2020,New Mexico,35,65,0,24-Mar,15-May,52,0.00047691
3/22/2020,New York,36,15188,142,22-Mar,15-May,54,0.0000514
3/22/2020,North Carolina,37,269,0,30-Mar,8-May,39,0.00009535
3/22/2020,North Dakota,38,30,0,,,,0.00131223
3/22/2020,Ohio,39,351,3,23-Mar,30-May,68,0.00008555
3/22/2020,Oklahoma,40,67,2,,,,0.00025272
3/22/2020,Oregon,41,161,5,23-Mar,,,0.00023709
3/22/2020,Pennsylvania,42,504,3,1-Apr,8-May,37,0.00007811
3/22/2020,Rhode Island,44,83,0,28-Mar,8-May,41,0.00094397
3/22/2020,South Carolina,45,194,3,7-Apr,12-May,35,0.00019422
3/22/2020,South Dakota,46,21,1,,,,0.00113038
3/22/2020,Tennessee,47,424,2,2-Apr,30-Apr,28,0.00014643
3/22/2020,Texas,48,632,7,2-Apr,30-Apr,28,0.00003449
3/22/2020,Utah,49,182,1,,,,0.00031192
3/22/2020,Vermont,50,52,2,24-Mar,15-May,52,0.00160259
3/22/2020,Virginia,51,219,6,30-Mar,10-Jun,72,0.00011716
3/22/2020,Washington,53,1844,97,23-Mar,4-May,42,0.00013132
3/22/2020,West Virginia,54,16,0,24-Mar,4-May,41,0.00055799
3/22/2020,Wisconsin,55,382,4,25-Mar,26-May,62,0.00017175
3/22/2020,Wyoming,56,26,0,,,,0.00172783
3/23/2020,Alabama,1,196,0,4-Apr,30-Apr,26,0.00020395
3/23/2020,Alaska,2,36,0,11-Mar,21-Apr,41,0.00136697
3/23/2020,Arizona,4,234,2,30-Mar,15-May,46,0.00013739
3/23/2020,Arkansas,5,201,0,,,,0.00033137
3/23/2020,California,6,2240,39,19-Mar,,,0.00002531
3/23/2020,Colorado,8,721,10,26-Mar,27-Apr,32,0.00017365
3/23/2020,Connecticut,9,415,10,23-Mar,20-May,58,0.00028048
3/23/2020,Delaware,10,87,0,24-Mar,15-May,52,0.00102694
3/23/2020,Florida,12,1222,18,20-Mar,30-Apr,41,0.00004656
3/23/2020,Georgia,13,800,25,3-Apr,30-Apr,27,0.00009418
3/23/2020,Hawaii,15,77,0,25-Mar,31-May,67,0.00070628
3/23/2020,Idaho,16,50,0,25-Mar,30-Apr,36,0.00055958
3/23/2020,Illinois,17,1285,12,21-Mar,30-May,70,0.00007892
3/23/2020,Indiana,18,259,7,25-Mar,1-May,37,0.00014854
3/23/2020,Iowa,19,105,0,,,,0.00031695
3/23/2020,Kansas,20,82,2,30-Mar,3-May,34,0.00034325
3/23/2020,Kentucky,21,124,3,26-Mar,,,0.00022383
3/23/2020,Louisiana,22,1172,34,23-Mar,15-May,53,0.00021511
3/23/2020,Maine,23,107,0,2-Apr,31-May,59,0.00074393
3/23/2020,Maryland,24,290,3,30-Mar,,,0.00016541
3/23/2020,Massachusetts,25,777,9,24-Apr,18-May,24,0.00014509
3/23/2020,Michigan,26,1324,16,24-Mar,15-May,52,0.00010013
3/23/2020,Minnesota,27,235,1,27-Mar,4-May,38,0.00017732
3/23/2020,Mississippi,28,249,1,3-Apr,11-May,38,0.000336
3/23/2020,Missouri,29,183,4,6-Apr,3-May,27,0.00016293
3/23/2020,Montana,30,45,0,26-Mar,24-Apr,29,0.00093565
3/23/2020,Nebraska,31,73,0,,,,0.00051695
3/23/2020,Nevada,32,265,4,31-Mar,15-May,45,0.00032466
3/23/2020,New Hampshire,33,101,1,27-Mar,4-May,38,0.00073545
3/23/2020,New Jersey,34,2844,27,21-Mar,,,0.00011258
3/23/2020,New Mexico,35,83,0,24-Mar,15-May,52,0.00047691
3/23/2020,New York,36,20899,183,22-Mar,15-May,54,0.0000514
3/23/2020,North Carolina,37,302,0,30-Mar,8-May,39,0.00009535
3/23/2020,North Dakota,38,32,0,,,,0.00131223
3/23/2020,Ohio,39,444,6,23-Mar,30-May,68,0.00008555
3/23/2020,Oklahoma,40,81,2,,,,0.00025272
3/23/2020,Oregon,41,191,5,23-Mar,,,0.00023709
3/23/2020,Pennsylvania,42,644,6,1-Apr,8-May,37,0.00007811
3/23/2020,Rhode Island,44,106,0,28-Mar,8-May,41,0.00094397
3/23/2020,South Carolina,45,299,5,7-Apr,12-May,35,0.00019422
3/23/2020,South Dakota,46,28,1,,,,0.00113038
3/23/2020,Tennessee,47,522,2,2-Apr,30-Apr,28,0.00014643
3/23/2020,Texas,48,728,7,2-Apr,30-Apr,28,0.00003449
3/23/2020,Utah,49,257,1,,,,0.00031192
3/23/2020,Vermont,50,75,2,24-Mar,15-May,52,0.00160259
3/23/2020,Virginia,51,254,6,30-Mar,10-Jun,72,0.00011716
3/23/2020,Washington,53,2101,110,23-Mar,4-May,42,0.00013132
3/23/2020,West Virginia,54,16,0,24-Mar,4-May,41,0.00055799
3/23/2020,Wisconsin,55,418,5,25-Mar,26-May,62,0.00017175
3/23/2020,Wyoming,56,28,0,,,,0.00172783
3/24/2020,Alabama,1,242,0,4-Apr,30-Apr,26,0.00020395
3/24/2020,Alaska,2,42,0,11-Mar,21-Apr,41,0.00136697
3/24/2020,Arizona,4,326,6,30-Mar,15-May,46,0.00013739
3/24/2020,Arkansas,5,231,2,,,,0.00033137
3/24/2020,California,6,2644,52,19-Mar,,,0.00002531
3/24/2020,Colorado,8,912,11,26-Mar,27-Apr,32,0.00017365
3/24/2020,Connecticut,9,618,12,23-Mar,20-May,58,0.00028048
3/24/2020,Delaware,10,104,0,24-Mar,15-May,52,0.00102694
3/24/2020,Florida,12,1467,19,20-Mar,30-Apr,41,0.00004656
3/24/2020,Georgia,13,1095,38,3-Apr,30-Apr,27,0.00009418
3/24/2020,Hawaii,15,90,0,25-Mar,31-May,67,0.00070628
3/24/2020,Idaho,16,73,0,25-Mar,30-Apr,36,0.00055958
3/24/2020,Illinois,17,1535,16,21-Mar,30-May,70,0.00007892
3/24/2020,Indiana,18,366,12,25-Mar,1-May,37,0.00014854
3/24/2020,Iowa,19,124,1,,,,0.00031695
3/24/2020,Kansas,20,99,3,30-Mar,3-May,34,0.00034325
3/24/2020,Kentucky,21,157,3,26-Mar,,,0.00022383
3/24/2020,Louisiana,22,1388,46,23-Mar,15-May,53,0.00021511
3/24/2020,Maine,23,118,0,2-Apr,31-May,59,0.00074393
3/24/2020,Maryland,24,349,4,30-Mar,,,0.00016541
3/24/2020,Massachusetts,25,1159,11,24-Apr,18-May,24,0.00014509
3/24/2020,Michigan,26,1791,24,24-Mar,15-May,52,0.00010013
3/24/2020,Minnesota,27,262,1,27-Mar,4-May,38,0.00017732
3/24/2020,Mississippi,28,320,1,3-Apr,11-May,38,0.000336
3/24/2020,Missouri,29,255,5,6-Apr,3-May,27,0.00016293
3/24/2020,Montana,30,51,0,26-Mar,24-Apr,29,0.00093565
3/24/2020,Nebraska,31,77,0,,,,0.00051695
3/24/2020,Nevada,32,315,6,31-Mar,15-May,45,0.00032466
3/24/2020,New Hampshire,33,108,1,27-Mar,4-May,38,0.00073545
3/24/2020,New Jersey,34,3675,44,21-Mar,,,0.00011258
3/24/2020,New Mexico,35,100,0,24-Mar,15-May,52,0.00047691
3/24/2020,New York,36,25703,256,22-Mar,15-May,54,0.0000514
3/24/2020,North Carolina,37,397,0,30-Mar,8-May,39,0.00009535
3/24/2020,North Dakota,38,36,0,,,,0.00131223
3/24/2020,Ohio,39,564,8,23-Mar,30-May,68,0.00008555
3/24/2020,Oklahoma,40,106,3,,,,0.00025272
3/24/2020,Oregon,41,209,8,23-Mar,,,0.00023709
3/24/2020,Pennsylvania,42,851,7,1-Apr,8-May,37,0.00007811
3/24/2020,Rhode Island,44,124,0,28-Mar,8-May,41,0.00094397
3/24/2020,South Carolina,45,342,7,7-Apr,12-May,35,0.00019422
3/24/2020,South Dakota,46,30,1,,,,0.00113038
3/24/2020,Tennessee,47,678,2,2-Apr,30-Apr,28,0.00014643
3/24/2020,Texas,48,857,11,2-Apr,30-Apr,28,0.00003449
3/24/2020,Utah,49,298,1,,,,0.00031192
3/24/2020,Vermont,50,95,7,24-Mar,15-May,52,0.00160259
3/24/2020,Virginia,51,290,7,30-Mar,10-Jun,72,0.00011716
3/24/2020,Washington,53,2469,123,23-Mar,4-May,42,0.00013132
3/24/2020,West Virginia,54,39,0,24-Mar,4-May,41,0.00055799
3/24/2020,Wisconsin,55,481,5,25-Mar,26-May,62,0.00017175
3/24/2020,Wyoming,56,37,0,,,,0.00172783
3/25/2020,Alabama,1,386,1,4-Apr,30-Apr,26,0.00020395
3/25/2020,Alaska,2,59,0,11-Mar,21-Apr,41,0.00136697
3/25/2020,Arizona,4,402,6,30-Mar,15-May,46,0.00013739
3/25/2020,Arkansas,5,307,2,,,,0.00033137
3/25/2020,California,6,3183,67,19-Mar,,,0.00002531
3/25/2020,Colorado,8,1086,19,26-Mar,27-Apr,32,0.00017365
3/25/2020,Connecticut,9,875,19,23-Mar,20-May,58,0.00028048
3/25/2020,Delaware,10,119,0,24-Mar,15-May,52,0.00102694
3/25/2020,Florida,12,1965,23,20-Mar,30-Apr,41,0.00004656
3/25/2020,Georgia,13,1385,47,3-Apr,30-Apr,27,0.00009418
3/25/2020,Hawaii,15,95,0,25-Mar,31-May,67,0.00070628
3/25/2020,Idaho,16,123,0,25-Mar,30-Apr,36,0.00055958
3/25/2020,Illinois,17,1874,21,21-Mar,30-May,70,0.00007892
3/25/2020,Indiana,18,479,14,25-Mar,1-May,37,0.00014854
3/25/2020,Iowa,19,145,1,,,,0.00031695
3/25/2020,Kansas,20,132,3,30-Mar,3-May,34,0.00034325
3/25/2020,Kentucky,21,198,5,26-Mar,,,0.00022383
3/25/2020,Louisiana,22,1795,65,23-Mar,15-May,53,0.00021511
3/25/2020,Maine,23,142,0,2-Apr,31-May,59,0.00074393
3/25/2020,Maryland,24,423,4,30-Mar,,,0.00016541
3/25/2020,Massachusetts,25,1838,15,24-Apr,18-May,24,0.00014509
3/25/2020,Michigan,26,2293,43,24-Mar,15-May,52,0.00010013
3/25/2020,Minnesota,27,287,1,27-Mar,4-May,38,0.00017732
3/25/2020,Mississippi,28,376,5,3-Apr,11-May,38,0.000336
3/25/2020,Missouri,29,377,8,6-Apr,3-May,27,0.00016293
3/25/2020,Montana,30,65,0,26-Mar,24-Apr,29,0.00093565
3/25/2020,Nebraska,31,84,0,,,,0.00051695
3/25/2020,Nevada,32,405,10,31-Mar,15-May,45,0.00032466
3/25/2020,New Hampshire,33,137,1,27-Mar,4-May,38,0.00073545
3/25/2020,New Jersey,34,4402,62,21-Mar,,,0.00011258
3/25/2020,New Mexico,35,112,1,24-Mar,15-May,52,0.00047691
3/25/2020,New York,36,33116,375,22-Mar,15-May,54,0.0000514
3/25/2020,North Carolina,37,561,1,30-Mar,8-May,39,0.00009535
3/25/2020,North Dakota,38,45,0,,,,0.00131223
3/25/2020,Ohio,39,706,11,23-Mar,30-May,68,0.00008555
3/25/2020,Oklahoma,40,164,5,,,,0.00025272
3/25/2020,Oregon,41,266,10,23-Mar,,,0.00023709
3/25/2020,Pennsylvania,42,1151,11,1-Apr,8-May,37,0.00007811
3/25/2020,Rhode Island,44,132,0,28-Mar,8-May,41,0.00094397
3/25/2020,South Carolina,45,424,7,7-Apr,12-May,35,0.00019422
3/25/2020,South Dakota,46,41,1,,,,0.00113038
3/25/2020,Tennessee,47,806,3,2-Apr,30-Apr,28,0.00014643
3/25/2020,Texas,48,1119,12,2-Apr,30-Apr,28,0.00003449
3/25/2020,Utah,49,346,1,,,,0.00031192
3/25/2020,Vermont,50,123,8,24-Mar,15-May,52,0.00160259
3/25/2020,Virginia,51,390,9,30-Mar,10-Jun,72,0.00011716
3/25/2020,Washington,53,2585,130,23-Mar,4-May,42,0.00013132
3/25/2020,West Virginia,54,51,0,24-Mar,4-May,41,0.00055799
3/25/2020,Wisconsin,55,623,7,25-Mar,26-May,62,0.00017175
3/25/2020,Wyoming,56,49,0,,,,0.00172783
3/26/2020,Alabama,1,538,3,4-Apr,30-Apr,26,0.00020395
3/26/2020,Alaska,2,69,0,11-Mar,21-Apr,41,0.00136697
3/26/2020,Arizona,4,508,8,30-Mar,15-May,46,0.00013739
3/26/2020,Arkansas,5,350,3,,,,0.00033137
3/26/2020,California,6,4060,82,19-Mar,,,0.00002531
3/26/2020,Colorado,8,1432,24,26-Mar,27-Apr,32,0.00017365
3/26/2020,Connecticut,9,1012,21,23-Mar,20-May,58,0.00028048
3/26/2020,Delaware,10,143,1,24-Mar,15-May,52,0.00102694
3/26/2020,Florida,12,2477,29,20-Mar,30-Apr,41,0.00004656
3/26/2020,Georgia,13,1641,56,3-Apr,30-Apr,27,0.00009418
3/26/2020,Hawaii,15,106,0,25-Mar,31-May,67,0.00070628
3/26/2020,Idaho,16,189,3,25-Mar,30-Apr,36,0.00055958
3/26/2020,Illinois,17,2538,26,21-Mar,30-May,70,0.00007892
3/26/2020,Indiana,18,656,18,25-Mar,1-May,37,0.00014854
3/26/2020,Iowa,19,179,1,,,,0.00031695
3/26/2020,Kansas,20,171,3,30-Mar,3-May,34,0.00034325
3/26/2020,Kentucky,21,248,5,26-Mar,,,0.00022383
3/26/2020,Louisiana,22,2305,83,23-Mar,15-May,53,0.00021511
3/26/2020,Maine,23,155,0,2-Apr,31-May,59,0.00074393
3/26/2020,Maryland,24,581,4,30-Mar,,,0.00016541
3/26/2020,Massachusetts,25,2417,25,24-Apr,18-May,24,0.00014509
3/26/2020,Michigan,26,2877,63,24-Mar,15-May,52,0.00010013
3/26/2020,Minnesota,27,346,2,27-Mar,4-May,38,0.00017732
3/26/2020,Mississippi,28,486,6,3-Apr,11-May,38,0.000336
3/26/2020,Missouri,29,507,8,6-Apr,3-May,27,0.00016293
3/26/2020,Montana,30,90,0,26-Mar,24-Apr,29,0.00093565
3/26/2020,Nebraska,31,91,0,,,,0.00051695
3/26/2020,Nevada,32,535,10,31-Mar,15-May,45,0.00032466
3/26/2020,New Hampshire,33,158,1,27-Mar,4-May,38,0.00073545
3/26/2020,New Jersey,34,6876,81,21-Mar,,,0.00011258
3/26/2020,New Mexico,35,136,1,24-Mar,15-May,52,0.00047691
3/26/2020,New York,36,39057,502,22-Mar,15-May,54,0.0000514
3/26/2020,North Carolina,37,637,2,30-Mar,8-May,39,0.00009535
3/26/2020,North Dakota,38,58,0,,,,0.00131223
3/26/2020,Ohio,39,867,15,23-Mar,30-May,68,0.00008555
3/26/2020,Oklahoma,40,248,7,,,,0.00025272
3/26/2020,Oregon,41,316,11,23-Mar,,,0.00023709
3/26/2020,Pennsylvania,42,1690,16,1-Apr,8-May,37,0.00007811
3/26/2020,Rhode Island,44,165,0,28-Mar,8-May,41,0.00094397
3/26/2020,South Carolina,45,456,9,7-Apr,12-May,35,0.00019422
3/26/2020,South Dakota,46,46,1,,,,0.00113038
3/26/2020,Tennessee,47,981,3,2-Apr,30-Apr,28,0.00014643
3/26/2020,Texas,48,1542,21,2-Apr,30-Apr,28,0.00003449
3/26/2020,Utah,49,402,1,,,,0.00031192
3/26/2020,Vermont,50,158,9,24-Mar,15-May,52,0.00160259
3/26/2020,Virginia,51,603,14,30-Mar,10-Jun,72,0.00011716
3/26/2020,Washington,53,3208,151,23-Mar,4-May,42,0.00013132
3/26/2020,West Virginia,54,76,0,24-Mar,4-May,41,0.00055799
3/26/2020,Wisconsin,55,754,10,25-Mar,26-May,62,0.00017175
3/26/2020,Wyoming,56,56,0,,,,0.00172783
3/27/2020,Alabama,1,639,4,4-Apr,30-Apr,26,0.00020395
3/27/2020,Alaska,2,85,1,11-Mar,21-Apr,41,0.00136697
3/27/2020,Arizona,4,665,15,30-Mar,15-May,46,0.00013739
3/27/2020,Arkansas,5,385,3,,,,0.00033137
3/27/2020,California,6,4914,102,19-Mar,,,0.00002531
3/27/2020,Colorado,8,1735,31,26-Mar,27-Apr,32,0.00017365
3/27/2020,Connecticut,9,1291,27,23-Mar,20-May,58,0.00028048
3/27/2020,Delaware,10,165,2,24-Mar,15-May,52,0.00102694
3/27/2020,Florida,12,3198,46,20-Mar,30-Apr,41,0.00004656
3/27/2020,Georgia,13,2198,64,3-Apr,30-Apr,27,0.00009418
3/27/2020,Hawaii,15,120,0,25-Mar,31-May,67,0.00070628
3/27/2020,Idaho,16,231,4,25-Mar,30-Apr,36,0.00055958
3/27/2020,Illinois,17,3029,37,21-Mar,30-May,70,0.00007892
3/27/2020,Indiana,18,982,26,25-Mar,1-May,37,0.00014854
3/27/2020,Iowa,19,235,3,,,,0.00031695
3/27/2020,Kansas,20,212,4,30-Mar,3-May,34,0.00034325
3/27/2020,Kentucky,21,302,8,26-Mar,,,0.00022383
3/27/2020,Louisiana,22,2746,119,23-Mar,15-May,53,0.00021511
3/27/2020,Maine,23,168,1,2-Apr,31-May,59,0.00074393
3/27/2020,Maryland,24,775,5,30-Mar,,,0.00016541
3/27/2020,Massachusetts,25,3240,35,24-Apr,18-May,24,0.00014509
3/27/2020,Michigan,26,3655,93,24-Mar,15-May,52,0.00010013
3/27/2020,Minnesota,27,398,4,27-Mar,4-May,38,0.00017732
3/27/2020,Mississippi,28,579,8,3-Apr,11-May,38,0.000336
3/27/2020,Missouri,29,670,9,6-Apr,3-May,27,0.00016293
3/27/2020,Montana,30,121,1,26-Mar,24-Apr,29,0.00093565
3/27/2020,Nebraska,31,99,2,,,,0.00051695
3/27/2020,Nevada,32,621,10,31-Mar,15-May,45,0.00032466
3/27/2020,New Hampshire,33,187,2,27-Mar,4-May,38,0.00073545
3/27/2020,New Jersey,34,8825,108,21-Mar,,,0.00011258
3/27/2020,New Mexico,35,191,1,24-Mar,15-May,52,0.00047691
3/27/2020,New York,36,44745,645,22-Mar,15-May,54,0.0000514
3/27/2020,North Carolina,37,782,3,30-Mar,8-May,39,0.00009535
3/27/2020,North Dakota,38,68,1,,,,0.00131223
3/27/2020,Ohio,39,1144,22,23-Mar,30-May,68,0.00008555
3/27/2020,Oklahoma,40,322,8,,,,0.00025272
3/27/2020,Oregon,41,414,12,23-Mar,,,0.00023709
3/27/2020,Pennsylvania,42,2217,23,1-Apr,8-May,37,0.00007811
3/27/2020,Rhode Island,44,203,0,28-Mar,8-May,41,0.00094397
3/27/2020,South Carolina,45,539,13,7-Apr,12-May,35,0.00019422
3/27/2020,South Dakota,46,58,1,,,,0.00113038
3/27/2020,Tennessee,47,1180,6,2-Apr,30-Apr,28,0.00014643
3/27/2020,Texas,48,1940,23,2-Apr,30-Apr,28,0.00003449
3/27/2020,Utah,49,480,2,,,,0.00031192
3/27/2020,Vermont,50,184,10,24-Mar,15-May,52,0.00160259
3/27/2020,Virginia,51,605,14,30-Mar,10-Jun,72,0.00011716
3/27/2020,Washington,53,3770,177,23-Mar,4-May,42,0.00013132
3/27/2020,West Virginia,54,96,0,24-Mar,4-May,41,0.00055799
3/27/2020,Wisconsin,55,930,16,25-Mar,26-May,62,0.00017175
3/27/2020,Wyoming,56,73,0,,,,0.00172783
3/28/2020,Alabama,1,720,4,4-Apr,30-Apr,26,0.00020395
3/28/2020,Alaska,2,102,1,11-Mar,21-Apr,41,0.00136697
3/28/2020,Arizona,4,773,15,30-Mar,15-May,46,0.00013739
3/28/2020,Arkansas,5,409,5,,,,0.00033137
3/28/2020,California,6,5565,121,19-Mar,,,0.00002531
3/28/2020,Colorado,8,2061,44,26-Mar,27-Apr,32,0.00017365
3/28/2020,Connecticut,9,1524,33,23-Mar,20-May,58,0.00028048
3/28/2020,Delaware,10,214,5,24-Mar,15-May,52,0.00102694
